fid,PROV_ID,PROV_NOMB,DIST_ID,DIST_NOMB,CORR_ID,CORR_NOMB,CORR_LEY,LEY_MOD_C,GACETA_C,GACE_MOD_C,Shape_Leng,Shape_Area,REGI_ID,CORR_CODE,DIST_CODE
100,"03",COLÓN,"06",OMAR TORRIJOS HERRERA,"01",SAN JOSÉ  DEL GENERAL,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 11 DEL 20 DE FEBRERO DE 2018,GA 19981,GA 28469-B,55567.3125588372,62750202.1164392,"0309","030601","0306"
101,"03",COLÓN,"06",OMAR TORRIJOS HERRERA,"02",NUEVA ESPERANZA,LEY N° 11 DEL 20 DE FEBRERO DE 2018,N/A,GA 28469-B,N/A,55784.0789600263,79816490.4267437,"0309","030602","0306"
102,"03",COLÓN,"06",OMAR TORRIJOS HERRERA,"03",SAN JUAN DE TURBE,LEY N° 11 DEL 20 DE FEBRERO DE 2018,N/A,GA 28469-B,N/A,41540.5095036091,55099408.3832066,"0309","030603","0306"
103,"04",CHIRIQUÍ,"01",ALANJE,"01",ALANJE,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 41 DEL 30 DE ABRIL DE 2003,GA 20047,GA 24794,30729.7872253837,20802475.288502,"0401","040101","0401"
104,"04",CHIRIQUÍ,"01",ALANJE,"02",DIVALÁ,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 41 DEL 30 DE ABRIL DE 2003,GA 20047,GA 24794,58646.5713622087,61445707.9788685,"0401","040102","0401"
105,"04",CHIRIQUÍ,"01",ALANJE,"03",EL TEJAR,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 41 DEL 30 DE ABRIL DE 2003,GA 20047,GA 24794,27334.3536822277,35415878.4486486,"0401","040103","0401"
106,"04",CHIRIQUÍ,"01",ALANJE,"04",GUARUMAL,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 41 DEL 30 DE ABRIL DE 2003,GA 20047,GA 24794,67645.3288704243,91384727.6086364,"0401","040104","0401"
107,"04",CHIRIQUÍ,"01",ALANJE,"05",PALO GRANDE,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 41 DEL 30 DE ABRIL DE 2003,GA 20047,GA 24794,32819.9096988751,41003789.5981524,"0401","040105","0401"
108,"04",CHIRIQUÍ,"01",ALANJE,"06",QUERÉVALO,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 41 DEL 30 DE ABRIL DE 2003,GA 20047,GA 24794,45388.2392794188,36682109.3028148,"0401","040106","0401"
109,"04",CHIRIQUÍ,"01",ALANJE,"07",SANTO TOMÁS,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 41 DEL 30 DE ABRIL DE 2003,GA 20047,GA 24794,53567.615316016,56407685.581205,"0401","040107","0401"
110,"04",CHIRIQUÍ,"01",ALANJE,"08",CANTA GALLO,LEY Nº 41 DEL 30 DE ABRIL DE 2003,N/A,GA 24794,N/A,43532.1320672545,38103886.0329414,"0401","040108","0401"
111,"04",CHIRIQUÍ,"01",ALANJE,"09",NUEVO MÉXICO,LEY Nº 41 DEL 30 DE ABRIL DE 2003,N/A,GA 24794,N/A,54398.0318106055,73953217.0258239,"0401","040109","0401"
112,"04",CHIRIQUÍ,"02",BARÚ,"02",LIMONES,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 5 DEL 19 DE ENERO DE 1998,GA 20047,GA 23464,53661.5385547568,56153375.2326535,"0402","040202","0402"
113,"04",CHIRIQUÍ,"02",BARÚ,"04",BACO,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 5 DEL 19 DE ENERO DE 1998,GA 20047,GA 23464,56327.5058465394,75460077.6085434,"0403","040204","0402"
114,"04",CHIRIQUÍ,"02",BARÚ,"05",RODOLFO AGUILAR DELGADO,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,"LEY N° 5 DEL 19 DE ENERO DE 1998, LEY N° 46 DEL 14 DE AGOSTO DE 2018",GA 20047,"GA 23464, GA 28591-B",79282.9211012577,109651868.613199,"0403","040205","0402"
115,"04",CHIRIQUÍ,"03",BOQUERÓN,"01",BOQUERÓN,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,42910.9862240804,40565484.5388331,"0404","040301","0403"
116,"04",CHIRIQUÍ,"03",BOQUERÓN,"02",BÁGALA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,36616.028119495,43346503.1530406,"0404","040302","0403"
117,"04",CHIRIQUÍ,"03",BOQUERÓN,"03",CORDILLERA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,54006.5880847871,48769478.0029671,"0404","040303","0403"
118,"04",CHIRIQUÍ,"03",BOQUERÓN,"04",GUABAL,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,39444.8981447819,32389580.1080791,"0404","040304","0403"
119,"04",CHIRIQUÍ,"03",BOQUERÓN,"05",GUAYABAL,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,52316.7825547235,57644940.3621993,"0404","040305","0403"
120,"04",CHIRIQUÍ,"03",BOQUERÓN,"06",PARAÍSO,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,47542.5106404543,36423009.2909326,"0404","040306","0403"
121,"04",CHIRIQUÍ,"03",BOQUERÓN,"07",PEDREGAL,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,29911.5530995449,20838672.6351854,"0404","040307","0403"
122,"04",CHIRIQUÍ,"03",BOQUERÓN,"08",TIJERAS,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,19862.3519276545,18194020.6892002,"0404","040308","0403"
123,"04",CHIRIQUÍ,"04",BOQUETE,"01",BOQUETE,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 20047,GA 23602,29259.0657999852,19166405.8581798,"0405","040401","0404"
124,"04",CHIRIQUÍ,"04",BOQUETE,"02",CALDERA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 59 DEL 29 DE JULIO DE 1998,GA 20047,GA 23602,74440.840532453,146649212.90823,"0405","040402","0404"
125,"04",CHIRIQUÍ,"04",BOQUETE,"03",PALMIRA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 20047,GA 23602,47171.142083446,56380465.9857063,"0405","040403","0404"
126,"04",CHIRIQUÍ,"04",BOQUETE,"04",ALTO BOQUETE,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,57597.9232650956,88089966.1428279,"0405","040404","0404"
127,"04",CHIRIQUÍ,"04",BOQUETE,"05",JARAMILLO,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,47192.9062208576,69004394.7720435,"0405","040405","0404"
128,"04",CHIRIQUÍ,"04",BOQUETE,"06",LOS NARANJOS,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,58879.9328403027,110573250.525677,"0405","040406","0404"
129,"04",CHIRIQUÍ,"05",BUGABA,"01",LA CONCEPCIÓN,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 55 DEL 13 DE SEPTIEMBRE DE 2013,GA 20047,GA 27374,60505.4004519069,43005057.8258553,"0406","040501","0405"
130,"04",CHIRIQUÍ,"05",BUGABA,"02",ASERRÍO DE GARICHÉ,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 10 DEL 14 DE FEBRERO DE 2018,GA 20047,GA 28465-A,46414.469580977,52523589.6128724,"0407","040502","0405"
131,"04",CHIRIQUÍ,"05",BUGABA,"03",BUGABA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,21640.0680088431,13103364.1782205,"0406","040503","0405"
132,"04",CHIRIQUÍ,"05",BUGABA,"05",GÓMEZ,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,42393.9672099792,40211623.1662347,"0407","040505","0405"
133,"04",CHIRIQUÍ,"05",BUGABA,"06",LA ESTRELLA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 41 DEL 30 DE ABRIL DE 2003,GA 20047,GA 24794,54559.8765867092,49242261.2924733,"0406","040506","0405"
134,"04",CHIRIQUÍ,"05",BUGABA,"07",SAN ANDRÉS,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,56989.5637174276,65449835.7139073,"0407","040507","0405"
135,"04",CHIRIQUÍ,"05",BUGABA,"08",SANTA MARTA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,48722.4593205445,30146529.7287538,"0407","040508","0405"
136,"04",CHIRIQUÍ,"05",BUGABA,"09",SANTA ROSA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,48045.702360209,47521106.8199085,"0406","040509","0405"
137,"04",CHIRIQUÍ,"05",BUGABA,"10",SANTO DOMINGO,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,40202.4222116299,50986120.4727257,"0407","040510","0405"
138,"04",CHIRIQUÍ,"05",BUGABA,"11",SORTOVÁ,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,41047.8622444532,33570258.4471384,"0406","040511","0405"
139,"04",CHIRIQUÍ,"05",BUGABA,"13",EL BONGO,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 5 DEL 19 DE ENERO DE 1998,GA 20047,GA 23464,37492.9075621442,41574386.3317496,"0406","040513","0405"
140,"04",CHIRIQUÍ,"05",BUGABA,"14",SOLANO,LEY N° 55 DEL 13 DE SEPTIEMBRE DE 2013,N/A,GA 27374,N/A,9324.05449294937,2889695.76995679,"0406","040514","0405"
141,"04",CHIRIQUÍ,"05",BUGABA,"15",SAN ISIDRO,LEY N° 10 DEL 14 DE FEBRERO DE 2018,N/A,GA 28465-A,N/A,46437.4742483304,47086549.3054416,"0407","040515","0405"
142,"04",CHIRIQUÍ,"06",DAVID,"01",DAVID,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 9 DEL 14 DE FEBRERO DE 2018,GA 20047,GA 28465-A,23737.3543618057,15658241.698014,"0411","040601","0406"
143,"04",CHIRIQUÍ,"06",DAVID,"02",BIJAGUAL,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,60224.8365591568,83841664.8282938,"0412","040602","0406"
144,"04",CHIRIQUÍ,"06",DAVID,"03",COCHEA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,73799.3584012496,58709984.3946542,"0412","040603","0406"
145,"04",CHIRIQUÍ,"06",DAVID,"04",CHIRIQUÍ,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,82734.0720606928,213623283.891791,"0412","040604","0406"
146,"04",CHIRIQUÍ,"06",DAVID,"05",GUACÁ,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,85498.5503580971,63529426.1430535,"0411","040605","0406"
147,"04",CHIRIQUÍ,"06",DAVID,"06",LAS LOMAS,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,56442.2542530816,77113504.0269534,"0412","040606","0406"
148,"04",CHIRIQUÍ,"06",DAVID,"07",PEDREGAL,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,297226.435457361,159425743.788697,"0409","040607","0406"
149,"04",CHIRIQUÍ,"06",DAVID,"08",SAN CARLOS,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,66074.9667316557,49586364.3210598,"0411","040608","0406"
150,"04",CHIRIQUÍ,"06",DAVID,"09",SAN PABLO NUEVO,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,70787.2221236654,59065879.4055212,"0401","040609","0406"
151,"04",CHIRIQUÍ,"06",DAVID,"10",SAN PABLO VIEJO,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,45655.2765702844,59375695.6340804,"0404","040610","0406"
152,"04",CHIRIQUÍ,"06",DAVID,"11",DAVID ESTE,LEY N° 9 DEL 14 DE FEBRERO DE 2018,N/A,GA 28465-A,N/A,42741.6456893913,28955691.4199714,"0409","040611","0406"
153,"04",CHIRIQUÍ,"06",DAVID,"12",DAVID SUR,LEY N° 9 DEL 14 DE FEBRERO DE 2018,N/A,GA 28465-A,N/A,28437.2862732846,23688171.8509821,"0410","040612","0406"
154,"04",CHIRIQUÍ,"07",DOLEGA,"01",DOLEGA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 43 DEL 5 DE AGOSTO DE 2002,GA 20047,GA 24613,48536.7183361463,26646807.3048548,"0413","040701","0407"
155,"04",CHIRIQUÍ,"07",DOLEGA,"02",DOS RÍOS,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 43 DEL 5 DE AGOSTO DE 2002,GA 20047,GA 24613,36700.9126313469,18252115.0613115,"0413","040702","0407"
156,"04",CHIRIQUÍ,"07",DOLEGA,"03",LOS ANASTACIOS,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 43 DEL 5 DE AGOSTO DE 2002,GA 20047,GA 24613,21427.3967692414,10837788.8473824,"0413","040703","0407"
157,"04",CHIRIQUÍ,"07",DOLEGA,"04",POTRERILLOS,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 43 DEL 5 DE AGOSTO DE 2002,GA 20047,GA 24613,44519.5926930666,55343401.2722312,"0413","040704","0407"
158,"04",CHIRIQUÍ,"07",DOLEGA,"05",POTRERILLOS ABAJO,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 43 DEL 5 DE AGOSTO DE 2002,GA 20047,GA 24613,44452.2397749109,34494243.0818094,"0413","040705","0407"
159,"04",CHIRIQUÍ,"07",DOLEGA,"06",ROVIRA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 43 DEL 5 DE AGOSTO DE 2002,GA 20047,GA 24613,60043.9529338114,45036827.4093793,"0413","040706","0407"
160,"04",CHIRIQUÍ,"07",DOLEGA,"07",TINAJAS,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 43 DEL 5 DE AGOSTO DE 2002,GA 20047,GA 24613,42594.8449755107,31096544.9023717,"0413","040707","0407"
161,"04",CHIRIQUÍ,"07",DOLEGA,"08",LOS ALGARROBOS,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 43 DEL 5 DE AGOSTO DE 2002,GA 20047,GA 24613,43398.0065409214,29720421.1146101,"0413","040708","0407"
162,"04",CHIRIQUÍ,"08",GUALACA,"01",GUALACA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,88794.0473636513,233912848.307873,"0412","040801","0408"
163,"04",CHIRIQUÍ,"08",GUALACA,"03",LOS ÁNGELES,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 20047,GA 23664,60291.479012423,80318336.0693948,"0412","040803","0408"
164,"04",CHIRIQUÍ,"08",GUALACA,"04",PAJA DE SOMBRERO,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,48946.4915596638,65469896.2373109,"0412","040804","0408"
165,"04",CHIRIQUÍ,"08",GUALACA,"05",RINCÓN,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,48037.8096991283,65938851.2071622,"0412","040805","0408"
166,"04",CHIRIQUÍ,"09",REMEDIOS,"01",REMEDIOS,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 69 DEL 28 DE OCTUBRE DE 1998,GA 20047,GA 23664,64865.4344648806,46981737.3646843,"0416","040901","0409"
167,"04",CHIRIQUÍ,"09",REMEDIOS,"02",EL NANCITO,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20047,N/A,40070.6953126766,34890047.336185,"0416","040902","0409"
168,"04",CHIRIQUÍ,"09",REMEDIOS,"03",EL PORVENIR,LEY Nº 69 DEL 28 DE OCTUBRE DE 1998,N/A,GA 23664,N/A,32256.767632972,28020451.028383,"0416","040903","0409"
169,"04",CHIRIQUÍ,"09",REMEDIOS,"04",EL PUERTO,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,LEY N° 43 DEL 5 DE AGOSTO DE 2002,GA 23664,GA 24613,54135.9629403745,36671737.7217736,"0416","040904","0409"
170,"04",CHIRIQUÍ,"09",REMEDIOS,"05",SANTA LUCÍA,LEY Nº 69 DEL 28 DE OCTUBRE DE 1998,N/A,GA 23664,N/A,39035.1291077988,25761539.5023672,"0416","040905","0409"
171,"04",CHIRIQUÍ,"10",RENACIMIENTO,"03",CAÑAS GORDAS,LEY N° 2 DEL 16 DE SEPTIEMBRE DE 1938,"LEY N° 1 DEL 27 DE OCTUBRE DE 1982, LEY N° 41 DEL 30 DE ABRIL  DE 2003",GA 07873,"GA 20047, GA 24794",48602.5981175678,60792578.0458866,"0415","041003","0410"
172,"04",CHIRIQUÍ,"10",RENACIMIENTO,"04",MONTE LIRIO,LEY N° 41 DEL 30 DE ABRIL DE 2003,N/A,GA 24794,N/A,44701.9293220418,45950015.0582199,"0415","041004","0410"
173,"04",CHIRIQUÍ,"10",RENACIMIENTO,"05",PLAZA CAISÁN,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 41 DEL 30 DE ABRIL DE 2003,GA 20047,GA 24794,63622.948079478,96572298.8845652,"0415","041005","0410"
174,"04",CHIRIQUÍ,"10",RENACIMIENTO,"06",SANTA CRUZ,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 41 DEL 30 DE ABRIL DE 2003,GA 20047,GA 24794,48040.9657639438,59473114.2027747,"0415","041006","0410"
175,"04",CHIRIQUÍ,"10",RENACIMIENTO,"07",DOMINICAL,LEY N° 41 DEL 30 DE ABRIL DE 2003,N/A,GA 24794,N/A,53093.1894847861,82696638.8089793,"0415","041007","0410"
176,"04",CHIRIQUÍ,"10",RENACIMIENTO,"08",SANTA CLARA,LEY N° 41 DEL 30 DE ABRIL DE 2003,N/A,GA 24794,N/A,66777.4076333925,69755150.7224773,"0415","041008","0410"
177,"04",CHIRIQUÍ,"11",SAN FÉLIX,"01",LAS LAJAS,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,"LEY Nº 69 DEL 28 DE OCTUBRE DE 1998, LEY Nº 41 DEL 30 DE ABRIL DE 2003",GA 20047,"GA 23664, GA 24794",49112.240379049,58339688.4307955,"0416","041101","0411"
178,"04",CHIRIQUÍ,"11",SAN FÉLIX,"02",JUAY,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 69 DEL 28 DE OCTUBRE DE 1998,GA 20047,GA 23664,50379.743284265,33948809.714139,"0416","041102","0411"
179,"04",CHIRIQUÍ,"11",SAN FÉLIX,"03",LAJAS ADENTRO,LEY N° 58 DEL 29 DE JULIO DE 1998,N/A,GA 23602,N/A,46060.1077042966,18746902.736515,"0416","041103","0411"
180,"04",CHIRIQUÍ,"11",SAN FÉLIX,"04",SAN FÉLIX,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 69 DEL 28 DE OCTUBRE DE 1998,GA 20047,GA 23664,47788.5363113852,56542132.8036503,"0416","041104","0411"
181,"04",CHIRIQUÍ,"11",SAN FÉLIX,"05",SANTA CRUZ,LEY N° 58 DEL 29 DE JULIO DE 1998,LEY Nº 41 DEL 30 DE ABRIL DE 2003,GA 23602,GA 24794,42960.4793408239,58897228.612147,"0416","041105","0411"
182,"04",CHIRIQUÍ,"12",SAN LORENZO,"01",HORCONCITOS,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 20047,GA 23664,67059.5416694576,77946575.5686805,"0416","041201","0412"
183,"04",CHIRIQUÍ,"12",SAN LORENZO,"02",BOCA CHICA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 20047,GA 23664,217276.255971061,115878408.816492,"0416","041202","0412"
184,"04",CHIRIQUÍ,"12",SAN LORENZO,"03",BOCA DEL MONTE,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 20047,GA 23664,114940.193970193,246579202.166251,"0416","041203","0412"
185,"04",CHIRIQUÍ,"12",SAN LORENZO,"04",SAN JUAN,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 20047,GA 23664,72453.7977786239,109639101.288597,"0416","041204","0412"
186,"04",CHIRIQUÍ,"12",SAN LORENZO,"05",SAN LORENZO,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 20047,GA 23664,141218.305330363,139031980.14958,"0416","041205","0412"
187,"04",CHIRIQUÍ,"13",TOLÉ,"01",TOLÉ,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 20047,GA 23664,62721.0872397475,78506942.2100661,"0414","041301","0413"
188,"04",CHIRIQUÍ,"13",TOLÉ,"02",BELLA VISTA,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,N/A,GA 23664,N/A,34310.8820194995,38590752.3474901,"0414","041302","0413"
189,"04",CHIRIQUÍ,"13",TOLÉ,"03",CERRO VIEJO,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 20047,GA 23664,114896.548690456,58546642.4988523,"1204","041303","0413"
190,"04",CHIRIQUÍ,"13",TOLÉ,"04",EL CRISTO,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,N/A,GA 23664,N/A,43531.9041803124,31945682.9618879,"1204","041304","0413"
191,"04",CHIRIQUÍ,"13",TOLÉ,"05",JUSTO FIDEL PALACIOS,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,N/A,GA 23664,N/A,36339.2492850849,26363255.0761547,"1204","041305","0413"
192,"04",CHIRIQUÍ,"13",TOLÉ,"06",LAJAS DE TOLÉ,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 20047,GA 23664,47808.4544457453,70832556.1349639,"0414","041306","0413"
193,"04",CHIRIQUÍ,"13",TOLÉ,"07",POTRERO DE CAÑA,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,N/A,GA 23664,N/A,48170.4625692621,19109355.5821339,"0414","041307","0413"
194,"04",CHIRIQUÍ,"13",TOLÉ,"08",QUEBRADA DE PIEDRA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,GA 20047,GA 23664,97376.1302644639,111897212.751347,"0414","041308","0413"
195,"04",CHIRIQUÍ,"13",TOLÉ,"09",VELADERO,LEY N° 69 DEL 28 DE OCTUBRE DE 1998,N/A,GA 23664,N/A,51437.0686461198,49427022.6941996,"0414","041309","0413"
196,"04",CHIRIQUÍ,"14",TIERRAS ALTAS,"01",VOLCÁN,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 55 DEL 13 DE SEPTIEMBRE DE 2013,GA 20047,GA 27374,67299.5503568993,90123270.407801,"0408","041401","0414"
197,"04",CHIRIQUÍ,"14",TIERRAS ALTAS,"02",CERRO PUNTA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 55 DEL 13 DE SEPTIEMBRE DE 2013,GA 20047,GA 27374,40926.5095305703,73153457.7035463,"0408","041402","0414"
198,"04",CHIRIQUÍ,"14",TIERRAS ALTAS,"03",CUESTA DE PIEDRA,LEY N° 55 DEL 13 DE SEPTIEMBRE DE 2013,N/A,GA 27374,N/A,34025.8247523164,28903210.8077298,"0408","041403","0414"
199,"04",CHIRIQUÍ,"14",TIERRAS ALTAS,"04",NUEVA CALIFORNIA,LEY N° 55 DEL 13 DE SEPTIEMBRE DE 2013,N/A,GA 27374,N/A,57997.6071353416,123073661.178094,"0408","041404","0414"
200,"04",CHIRIQUÍ,"14",TIERRAS ALTAS,"05",PASO ANCHO,LEY N° 55 DEL 13 DE SEPTIEMBRE DE 2013,N/A,GA 27374,N/A,39423.9951682052,44528004.4193532,"0408","041405","0414"
201,"05",DARIÉN,"01",CHEPIGANA,"03",CHEPIGANA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 19965,GA 23602,101453.416182838,269942341.3524,"0501","050103","0501"
202,"05",DARIÉN,"01",CHEPIGANA,"05",JAQUÉ,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 22 DEL 8 DE NOVIEMBRE DE 1983,GA 19965,GA 19976,239665.303097608,1093587263.99394,"0502","050105","0501"
203,"05",DARIÉN,"01",CHEPIGANA,"06",PUERTO PIÑA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 22 DEL 8 DE NOVIEMBRE DE 1983,GA 19965,GA 19976,268186.114274414,299962638.843752,"0502","050106","0501"
204,"05",DARIÉN,"01",CHEPIGANA,"09",SAMBÚ,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 22 DEL 8 DE NOVIEMBRE DE 1983,GA 19965,GA 19976,40808.2059994559,37598549.8049592,"0501","050109","0501"
205,"05",DARIÉN,"01",CHEPIGANA,"10",SETEGANTÍ,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 19965,GA 23602,65904.3624461032,95443665.1953637,"0501","050110","0501"
206,"05",DARIÉN,"01",CHEPIGANA,"11",TAIMATÍ,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 22 DEL 8 DE NOVIEMBRE DE 1983,GA 19965,GA 19976,130586.473956872,196464573.108255,"0501","050111","0501"
207,"05",DARIÉN,"01",CHEPIGANA,"12",TUCUTÍ,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 22 DEL 8 DE NOVIEMBRE DE 1983,GA 19965,GA 19976,239687.906770945,1348231395.97259,"0501","050112","0501"
208,"05",DARIÉN,"02",PINOGANA,"01",EL REAL DE SANTA MARÍA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 19965,N/A,79187.8817185166,117725630.702441,"0503","050201","0502"
209,"05",DARIÉN,"02",PINOGANA,"02",BOCA DE CUPE,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 19965,N/A,242459.21597329,706563480.551299,"0503","050202","0502"
210,"05",DARIÉN,"02",PINOGANA,"03",PAYA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 19965,N/A,246826.692343784,1129640555.08626,"0503","050203","0502"
211,"05",DARIÉN,"02",PINOGANA,"04",PINOGANA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 22 DEL 8 DE NOVIEMBRE DE 1983,GA 19965,GA 19976,55550.7359026082,53768786.0424255,"0503","050204","0502"
212,"05",DARIÉN,"02",PINOGANA,"05",PÚCURO,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 19965,N/A,46749.0841597811,98181770.0978484,"0503","050205","0502"
