fid,PROV_ID,PROV_NOMB,DIST_ID,DIST_NOMB,CORR_ID,CORR_NOMB,CORR_LEY,LEY_MOD_C,GACETA_C,GACE_MOD_C,Shape_Leng,Shape_Area,REGI_ID,CORR_CODE,DIST_CODE
297,"07",LOS SANTOS,"02",LAS TABLAS,"21",SANTO DOMINGO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,46467.731490848,48312252.8463429,"0702","070221","0702"
298,"07",LOS SANTOS,"02",LAS TABLAS,"22",SESTEADERO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,10831.5740863984,4159231.82688696,"0702","070222","0702"
299,"07",LOS SANTOS,"02",LAS TABLAS,"23",VALLE RICO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,36533.9332923663,41124773.815314,"0702","070223","0702"
300,"07",LOS SANTOS,"02",LAS TABLAS,"24",VALLERRIQUITO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,38457.2503573125,39154442.7812774,"0702","070224","0702"
301,"07",LOS SANTOS,"03",LOS SANTOS,"01",LA VILLA DE LOS SANTOS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,61964.2395345375,74573140.1550677,"0703","070301","0703"
302,"07",LOS SANTOS,"03",LOS SANTOS,"02",EL GUÁSIMO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,38777.4248064571,30843953.937854,"0703","070302","0703"
303,"07",LOS SANTOS,"03",LOS SANTOS,"03",LA COLORADA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,29229.8547973368,20587530.2216701,"0703","070303","0703"
304,"07",LOS SANTOS,"03",LOS SANTOS,"04",LA ESPIGADILLA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,32222.6386848933,29382905.5359979,"0703","070304","0703"
305,"07",LOS SANTOS,"03",LOS SANTOS,"05",LAS CRUCES,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,40661.3647230954,43341807.2615631,"0703","070305","0703"
306,"07",LOS SANTOS,"03",LOS SANTOS,"06",LAS GUABAS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,27508.5236082282,21669696.1321601,"0703","070306","0703"
307,"07",LOS SANTOS,"03",LOS SANTOS,"07",LOS ÁNGELES,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,26025.7845352897,20587411.7738354,"0703","070307","0703"
308,"07",LOS SANTOS,"03",LOS SANTOS,"08",LOS OLIVOS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,30468.6672184427,27054300.3369987,"0703","070308","0703"
309,"07",LOS SANTOS,"03",LOS SANTOS,"09",LLANO LARGO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,16065.2526742053,10271488.3310806,"0703","070309","0703"
310,"07",LOS SANTOS,"03",LOS SANTOS,"10",SABANA GRANDE,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,34285.6778639524,33158208.4596163,"0703","070310","0703"
311,"07",LOS SANTOS,"03",LOS SANTOS,"11",SANTA ANA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,44053.8555703605,54854518.6105581,"0703","070311","0703"
312,"07",LOS SANTOS,"03",LOS SANTOS,"12",TRES QUEBRADAS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,20612.7313912544,12605211.697702,"0703","070312","0703"
313,"07",LOS SANTOS,"03",LOS SANTOS,"13",AGUA BUENA,LEY N° 58 DEL 29 DE JULIO DE 1998,N/A,GA 23602,N/A,17514.4468728631,10363577.8811129,"0703","070313","0703"
314,"07",LOS SANTOS,"03",LOS SANTOS,"14",VILLA LOURDES,LEY N° 58 DEL 29 DE JULIO DE 1998,N/A,GA 23602,N/A,33801.945810243,27612999.185046,"0703","070314","0703"
315,"07",LOS SANTOS,"03",LOS SANTOS,"15",EL EJIDO,LEY N° 97 DEL 12 DE NOVIEMBRE DE 2013,N/A,GA 27415,N/A,24983.2421237186,15513878.2897525,"0703","070315","0703"
316,"07",LOS SANTOS,"04",MACARACAS,"01",MACARACAS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,52160.9078837997,34987859.1005661,"0704","070401","0704"
317,"07",LOS SANTOS,"04",MACARACAS,"02",BAHÍA HONDA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,29951.9770973732,28361736.3634514,"0704","070402","0704"
318,"07",LOS SANTOS,"04",MACARACAS,"03",BAJOS DE GÜERA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,50992.5459647741,95027138.0664099,"0704","070403","0704"
319,"07",LOS SANTOS,"04",MACARACAS,"04",COROZAL,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,29923.4700572619,26412782.5978401,"0704","070404","0704"
320,"07",LOS SANTOS,"04",MACARACAS,"05",CHUPA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,25313.7643200955,17860790.0940783,"0704","070405","0704"
321,"07",LOS SANTOS,"04",MACARACAS,"06",EL CEDRO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,27815.6712593735,28199527.9784342,"0704","070406","0704"
322,"07",LOS SANTOS,"04",MACARACAS,"07",ESPINO AMARILLO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,30324.3525460966,26626416.5735963,"0704","070407","0704"
323,"07",LOS SANTOS,"04",MACARACAS,"08",LA MESA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,38474.3481666206,48525368.9262995,"0704","070408","0704"
324,"07",LOS SANTOS,"04",MACARACAS,"09",LAS PALMAS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,51095.6851874087,42492237.3943018,"0704","070409","0704"
325,"07",LOS SANTOS,"04",MACARACAS,"10",LLANO DE PIEDRA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,53095.5125823718,101748914.139239,"0704","070410","0704"
326,"07",LOS SANTOS,"04",MACARACAS,"11",MOGOLLÓN,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,56020.295910326,55513851.8760616,"0704","070411","0704"
327,"07",LOS SANTOS,"05",PEDASÍ,"01",PEDASÍ,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,57866.86548408,112978493.261218,"0705","070501","0705"
328,"07",LOS SANTOS,"05",PEDASÍ,"02",LOS ASIENTOS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,71041.7263356912,90001885.411418,"0705","070502","0705"
329,"07",LOS SANTOS,"05",PEDASÍ,"03",MARIABÉ,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,51133.0668690803,46971939.2615723,"0705","070503","0705"
330,"07",LOS SANTOS,"05",PEDASÍ,"04",PURIO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,32894.4874419501,24234724.6058488,"0705","070504","0705"
331,"07",LOS SANTOS,"05",PEDASÍ,"05",ORIA ARRIBA,LEY N° 58 DEL 29 DE JULIO DE 1998,N/A,GA 23602,N/A,76484.0072292879,102641262.111913,"0705","070505","0705"
332,"07",LOS SANTOS,"06",POCRÍ,"01",POCRÍ,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,44358.8921715555,57475270.4581172,"0705","070601","0706"
333,"07",LOS SANTOS,"06",POCRÍ,"02",EL CAÑAFÍSTULO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,67016.7317595165,56763437.4035088,"0705","070602","0706"
334,"07",LOS SANTOS,"06",POCRÍ,"03",LAJAMINA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,46742.5902353301,52001935.5948576,"0705","070603","0706"
335,"07",LOS SANTOS,"06",POCRÍ,"04",PARAÍSO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,40981.8688047756,61374960.1562002,"0705","070604","0706"
336,"07",LOS SANTOS,"06",POCRÍ,"05",PARITILLA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,55232.5076658126,48770571.4141347,"0705","070605","0706"
337,"07",LOS SANTOS,"07",TONOSÍ,"01",TONOSÍ,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 61 DEL 18 DE OCTUBRE DE 2003",GA 22526,"GA 23602, GA 24915",56097.6464353805,85323628.4504937,"0706","070701","0707"
338,"07",LOS SANTOS,"07",TONOSÍ,"02",ALTOS DE GÜERA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,71038.9974154189,140242180.287315,"0706","070702","0707"
339,"07",LOS SANTOS,"07",TONOSÍ,"03",CAÑAS,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 61 DEL 18 DE OCTUBRE DE 2003",GA 22526,"GA 23602, GA 24915",47896.7997604041,97089453.0197746,"0706","070703","0707"
340,"07",LOS SANTOS,"07",TONOSÍ,"04",EL BEBEDERO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,59544.4873797977,115702788.838741,"0706","070704","0707"
341,"07",LOS SANTOS,"07",TONOSÍ,"05",EL CACAO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 61 DEL 18 DE OCTUBRE DE 2003",GA 22526,"GA 23602, GA 24915",72289.907150747,92280664.9003909,"0706","070705","0707"
342,"07",LOS SANTOS,"07",TONOSÍ,"06",EL CORTEZO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,"LEY N° 58 DEL 29 DE JULIO DE 1998, LEY N° 61 DEL 18 DE OCTUBRE DE 2003",GA 22526,"GA 23602, GA 24915",65209.3404054552,150807284.902117,"0706","070706","0707"
343,"07",LOS SANTOS,"07",TONOSÍ,"07",FLORES,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,58068.8055708172,105816177.543506,"0706","070707","0707"
344,"07",LOS SANTOS,"07",TONOSÍ,"08",GUÁNICO,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,94893.2952671819,209836655.367871,"0706","070708","0707"
345,"07",LOS SANTOS,"07",TONOSÍ,"09",LA TRONOSA,LEY N° 2 DEL 21 DE OCTUBRE DE 1981 (DEROGADA) CÓDIGO ADMINISTRATIVO 1916,LEY N° 58 DEL 29 DE JULIO DE 1998,GA 22526,GA 23602,54922.3075443834,84611491.8854237,"0706","070709","0707"
346,"07",LOS SANTOS,"07",TONOSÍ,"10",CAMBUTAL,LEY N° 58 DEL 29 DE JULIO DE 1998,N/A,GA 23602,N/A,89884.4913187675,183709697.542689,"0706","070710","0707"
347,"07",LOS SANTOS,"07",TONOSÍ,"11",ISLA DE CAÑAS,LEY N° 61 DEL 18 DE OCTUBRE DE 2003,N/A,GA 24915,N/A,47542.555355278,27286116.4528801,"0706","070711","0707"
348,"08",PANAMÁ,"02",BALBOA,"01",SAN MIGUEL,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,257903.534404621,129277110.128288,"0801","080201","0802"
349,"08",PANAMÁ,"02",BALBOA,"02",LA ENSENADA,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,91060.4454525566,66266623.4881086,"0801","080202","0802"
350,"08",PANAMÁ,"02",BALBOA,"03",LA ESMERALDA,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,97789.2503797816,39190965.8563374,"0801","080203","0802"
351,"08",PANAMÁ,"02",BALBOA,"04",LA GUINEA,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,67830.1928182999,29365622.8761543,"0801","080204","0802"
352,"08",PANAMÁ,"02",BALBOA,"05",PEDRO GONZÁLEZ,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,112986.757579896,59647033.5772606,"0801","080205","0802"
353,"08",PANAMÁ,"02",BALBOA,"06",SABOGA,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,47492.4309001001,7899398.9188648,"0801","080206","0802"
354,"08",PANAMÁ,"05",CHEPO,"01",CHEPO,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 58 DEL 29 DE JULIO DE 1998,GA 20006,GA 23602,124216.049035866,429466250.570014,"0802","080501","0805"
355,"08",PANAMÁ,"05",CHEPO,"02",CAÑITA,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 24 DEL 12 DE ENERO DE 1996,GA 20006,GA 22951,153338.883390003,401973301.157551,"0802","080502","0805"
356,"08",PANAMÁ,"05",CHEPO,"04",EL LLANO,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 58 DEL 29 DE JULIO DE 1998,GA 20006,GA 23602,446387.713737643,441553901.862111,"0802","080504","0805"
357,"08",PANAMÁ,"05",CHEPO,"05",LAS MARGARITAS,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,98812.5274238511,261811589.382335,"0802","080505","0805"
358,"08",PANAMÁ,"05",CHEPO,"03",CHEPILLO,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,5934.15375047463,548599.374785944,"0802","080503","0805"
359,"08",PANAMÁ,"05",CHEPO,"06",SANTA CRUZ DE CHININA,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,146988.383707425,361373383.030343,"0804","080506","0805"
360,"08",PANAMÁ,"05",CHEPO,"07",COMARCA KUNA DE MADUNGANDI,LEY Nº 24 DEL 12 DE ENERO DE 1996,N/A,GA 22951,N/A,1149511.50752286,2124656335.88809,"0803","080507","0805"
361,"08",PANAMÁ,"06",CHIMÁN,"01",CHIMÁN,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 57 DEL 14 DE JULIO DE 2017,GA 20006,28322-A,115616.993714486,222033822.669396,"0804","080601","0806"
362,"08",PANAMÁ,"06",CHIMÁN,"02",BRUJAS,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 57 DEL 14 DE JULIO DE 2017,GA 20006,28322-A,196160.457884018,149788254.345461,"0804","080602","0806"
363,"08",PANAMÁ,"06",CHIMÁN,"03",GONZALO VÁSQUEZ,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 57 DEL 14 DE JULIO DE 2017,GA 20006,28322-A,47507.127362254,41797004.7759238,"0804","080603","0806"
364,"08",PANAMÁ,"06",CHIMÁN,"04",PÁSIGA,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 5 DEL 19 DE ENERO DE 1998,GA 20006,GA 23464,89869.2034134479,195703658.904099,"0804","080604","0806"
365,"08",PANAMÁ,"06",CHIMÁN,"05",UNIÓN SANTEÑA,LEY N° 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 5 DEL 19 DE ENERO DE 1998,GA 20006,GA 23464,145496.283945261,385386571.026586,"0804","080605","0806"
366,"08",PANAMÁ,"08",PANAMÁ,"01",SAN FELIPE,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,3129.85910475962,315488.395254196,"0805","080801","0808"
367,"08",PANAMÁ,"08",PANAMÁ,"02",EL CHORRILLO,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,4026.05249595134,681837.922357157,"0806","080802","0808"
368,"08",PANAMÁ,"08",PANAMÁ,"03",SANTA ANA,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,5586.38683595168,834372.303959453,"0806","080803","0808"
369,"08",PANAMÁ,"08",PANAMÁ,"04",LA EXPOSICIÓN O CALIDONIA,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,7996.4241222097,1870776.45626802,"0807","080804","0808"
370,"08",PANAMÁ,"08",PANAMÁ,"05",CURUNDÚ,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,8318.75377370284,1202106.53579197,"0807","080805","0808"
371,"08",PANAMÁ,"08",PANAMÁ,"06",BETANIA,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,15913.7769898297,8236057.21426203,"0808","080806","0808"
372,"08",PANAMÁ,"08",PANAMÁ,"07",BELLA VISTA,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,10092.8261461257,4583062.47870123,"0810","080807","0808"
373,"08",PANAMÁ,"08",PANAMÁ,"08",PUEBLO NUEVO,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,10540.2684989825,3135350.1854518,"0812","080808","0808"
374,"08",PANAMÁ,"08",PANAMÁ,"09",SAN FRANCISCO,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,18557.6015602543,6816829.09430424,"0814","080809","0808"
375,"08",PANAMÁ,"08",PANAMÁ,"10",PARQUE LEFEVRE,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,12681.1540708766,7230328.99040474,"0815","080810","0808"
376,"08",PANAMÁ,"08",PANAMÁ,"11",RÍO ABAJO,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,10491.0355489554,3819085.1322317,"0816","080811","0808"
377,"08",PANAMÁ,"08",PANAMÁ,"12",JUAN DÍAZ,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,LEY N° 42 DEL 31 DE MAYO DE 2017,GA 20006,GA 28291-A,24259.5385926724,19808798.8178573,"0817","080812","0808"
378,"08",PANAMÁ,"08",PANAMÁ,"13",PEDREGAL,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,28405.702319243,28536512.6796646,"0820","080813","0808"
379,"08",PANAMÁ,"08",PANAMÁ,"24",CAIMITILLO,LEY Nº 29 DEL 10 DE MAYO DE 2012,N/A,GA 27032-A,N/A,360687.242359695,893181078.518957,"0823","080824","0808"
380,"08",PANAMÁ,"08",PANAMÁ,"15",CHILIBRE,LEY Nº 29 DEL 10 DE MAYO DE 2012,N/A,GA 27032-A,N/A,75580.9031511251,58200798.1986507,"0822","080815","0808"
381,"08",PANAMÁ,"08",PANAMÁ,"16",LAS CUMBRES,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 42 DEL 10 DE JULIO DE 2009,GA 20006,GA 26323,25366.7983503038,27857157.400153,"0824","080816","0808"
382,"08",PANAMÁ,"08",PANAMÁ,"25",LAS GARZAS,LEY Nº 40 DEL 31 DE MAYO DE 2017,N/A,GA 28291-A,N/A,86038.8004614198,174781084.958139,"0827","080825","0808"
383,"08",PANAMÁ,"08",PANAMÁ,"17",PACORA,LEY Nº 40 DEL 31 DE MAYO DE 2017,N/A,GA 28291-A,N/A,108654.337967617,211460134.58357,"0832","080817","0808"
384,"08",PANAMÁ,"08",PANAMÁ,"18",SAN MARTÍN,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,N/A,GA 20006,N/A,82076.1881654499,140412163.446264,"0827","080818","0808"
385,"08",PANAMÁ,"08",PANAMÁ,"19",TOCUMEN,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 13 DEL 6 DE FEBRERO DE 2002,GA 20006,GA 24490,73133.1652446707,64804148.8436461,"0828","080819","0808"
386,"08",PANAMÁ,"08",PANAMÁ,"20",LAS MAÑANITAS,LEY Nº 13 DEL 6 DE FEBRERO DE 2002,N/A,GA 24490,N/A,38930.1980891122,23931605.4116917,"0830","080820","0808"
387,"08",PANAMÁ,"08",PANAMÁ,"21",24 DE DICIEMBRE,LEY Nº 13 DEL 6 DE FEBRERO DE 2002,N/A,GA 24490,N/A,71876.5546924259,81156545.8154943,"0831","080821","0808"
388,"08",PANAMÁ,"08",PANAMÁ,"22",ALCALDE DÍAZ,LEY Nº 42 DEL 10 DE JULIO DE 2009,N/A,GA 26323,N/A,49228.3698362402,43112242.1380123,"0825","080822","0808"
389,"08",PANAMÁ,"08",PANAMÁ,"23",ERNESTO CÓRDOBA CAMPOS,LEY Nº 42 DEL 10 DE JULIO DE 2009,N/A,GA 26323,N/A,35967.5375931517,29968880.3731959,"0826","080823","0808"
390,"08",PANAMÁ,"08",PANAMÁ,"26",DON BOSCO,LEY N° 42 DEL 31 DE MAYO DE 2017,N/A,GA 28291-A,N/A,24758.0017558351,16829848.0463345,"0819","080826","0808"
391,"08",PANAMÁ,"10",SAN MIGUELITO,"01",AMELIA DENIS DE ICAZA,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 21 DEL 27 DE JUNIO DE 2000,GA 20006,GA 24084,13337.1755143251,3784614.99628445,"0833","081001","0810"
392,"08",PANAMÁ,"10",SAN MIGUELITO,"02",BELISARIO PORRAS,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 21 DEL 27 DE JUNIO DE 2000,GA 20006,GA 24084,10221.2699182742,4003591.08181256,"0834","081002","0810"
393,"08",PANAMÁ,"10",SAN MIGUELITO,"03",JOSÉ DOMINGO ESPINAR,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 21 DEL 27 DE JUNIO DE 2000,GA 20006,GA 24084,15575.0957129678,7112208.13626484,"0835","081003","0810"
394,"08",PANAMÁ,"10",SAN MIGUELITO,"04",MATEO ITURRALDE,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 21 DEL 27 DE JUNIO DE 2000,GA 20006,GA 24084,4913.68232840618,989817.564909612,"0836","081004","0810"
395,"08",PANAMÁ,"10",SAN MIGUELITO,"05",VICTORIANO LORENZO,LEY Nº 1 DEL 27 DE OCTUBRE DE 1982,LEY Nº 21 DEL 27 DE JUNIO DE 2000,GA 20006,GA 24084,8735.20757581656,2014063.37224529,"0836","081005","0810"
396,"08",PANAMÁ,"10",SAN MIGUELITO,"06",ARNULFO ARIAS,LEY Nº 21 DEL 27 DE JUNIO DE 2000,N/A,GA 24084,N/A,10557.1791413131,3501740.47191802,"0837","081006","0810"
397,"08",PANAMÁ,"10",SAN MIGUELITO,"07",BELISARIO FRÍAS,LEY Nº 21 DEL 27 DE JUNIO DE 2000,N/A,GA 24084,N/A,13931.9314889449,4746273.9795636,"0838","081007","0810"
